0,2016-04-08 09:04:09
0,2016-04-08 09:05:28
0,2016-04-08 09:15:01
0,2016-04-08 09:18:34
0,2016-04-08 09:28:39
-2,2016-04-08 09:31:20
-3,2016-04-08 09:33:08
-3,2016-04-08 09:34:01
-3,2016-04-08 09:34:42
-3,2016-04-08 09:35:57
-3,2016-04-08 09:36:58
-3,2016-04-08 09:38:20
-3,2016-04-08 09:39:19
-3,2016-04-08 09:39:30
-3,2016-04-08 09:40:45
-3,2016-04-08 09:42:16
-3,2016-04-08 09:43:20
-3,2016-04-08 09:43:29
-3,2016-04-08 09:44:28
-3,2016-04-08 09:45:29
-3,2016-04-08 09:46:30
-3,2016-04-08 09:47:47
-3,2016-04-08 09:49:02
-3,2016-04-08 09:50:03
-3,2016-04-08 09:50:29
-3,2016-04-08 09:51:31
-3,2016-04-08 09:52:34
-3,2016-04-08 09:53:38
-3,2016-04-08 09:54:39
-3,2016-04-08 09:56:02
-3,2016-04-08 09:57:23
-3,2016-04-08 09:57:28
-3,2016-04-08 09:58:49
-3,2016-04-08 10:00:03
-3,2016-04-08 10:01:37
-3,2016-04-08 10:02:57
-3,2016-04-08 10:03:51
-3,2016-04-08 10:06:51
-3,2016-04-08 10:07:41
-3,2016-04-08 10:08:43
-3,2016-04-08 10:10:37
-3,2016-04-08 10:11:14
-3,2016-04-08 10:11:29
-3,2016-04-08 10:13:29
-3,2016-04-08 10:14:29
-3,2016-04-08 10:15:40
-3,2016-04-08 10:17:14
-3,2016-04-08 10:18:03
-3,2016-04-08 10:18:32
-3,2016-04-08 10:19:29
-3,2016-04-08 10:20:53
-3,2016-04-08 10:21:52
-3,2016-04-08 10:22:53
-3,2016-04-08 10:25:01
-3,2016-04-08 10:25:30
-3,2016-04-08 10:26:29
-3,2016-04-08 10:27:53
-3,2016-04-08 10:28:55
-3,2016-04-08 10:29:53
-3,2016-04-08 10:30:41
-3,2016-04-08 10:32:28
-3,2016-04-08 10:33:00
-3,2016-04-08 10:33:32
-3,2016-04-08 10:36:11
-3,2016-04-08 10:38:01
-2,2016-04-08 10:38:33
-2,2016-04-08 10:44:49
-2,2016-04-08 10:49:24
-1,2016-04-08 10:53:35
-1,2016-04-08 11:05:39
-1,2016-04-08 11:08:39
-1,2016-04-08 11:13:34
-1,2016-04-08 11:22:55
-1,2016-04-08 11:53:38
0,2016-04-08 12:05:03
0,2016-04-08 12:43:37
0,2016-04-08 12:48:43
1,2016-04-08 13:51:06
1,2016-04-08 13:59:17
0,2016-04-08 14:08:30
0,2016-04-08 14:13:32
0,2016-04-08 14:18:36
0,2016-04-08 14:23:36
0,2016-04-08 14:28:32
0,2016-04-08 14:33:51
0,2016-04-08 14:38:35
0,2016-04-08 15:08:36
1,2016-04-08 15:25:19
1,2016-04-08 15:31:13
0,2016-04-08 15:43:24
0,2016-04-08 16:08:04
