84,2016-04-08 09:00:00
84,2016-04-08 09:00:01
84,2016-04-08 09:00:02
84,2016-04-08 09:00:03
83,2016-04-08 09:00:04
83,2016-04-08 09:00:05
83,2016-04-08 09:00:06
84,2016-04-08 09:00:07
84,2016-04-08 09:00:08
85,2016-04-08 09:00:09
85,2016-04-08 09:00:10
85,2016-04-08 09:00:11
85,2016-04-08 09:00:12
85,2016-04-08 09:00:13
85,2016-04-08 09:00:14
85,2016-04-08 09:00:15
85,2016-04-08 09:00:16
85,2016-04-08 09:00:17
85,2016-04-08 09:00:18
84,2016-04-08 09:00:19
84,2016-04-08 09:00:20
84,2016-04-08 09:00:21
84,2016-04-08 09:00:22
85,2016-04-08 09:00:23
85,2016-04-08 09:00:24
86,2016-04-08 09:00:25
86,2016-04-08 09:00:26
86,2016-04-08 09:00:27
86,2016-04-08 09:00:28
86,2016-04-08 09:00:29
85,2016-04-08 09:00:30
86,2016-04-08 09:00:31
86,2016-04-08 09:00:32
88,2016-04-08 09:00:33
89,2016-04-08 09:00:34
90,2016-04-08 09:00:35
89,2016-04-08 09:00:36
88,2016-04-08 09:00:37
88,2016-04-08 09:00:38
86,2016-04-08 09:00:39
85,2016-04-08 09:00:40
85,2016-04-08 09:00:41
85,2016-04-08 09:00:42
85,2016-04-08 09:00:43
84,2016-04-08 09:00:44
84,2016-04-08 09:00:45
84,2016-04-08 09:00:46
83,2016-04-08 09:00:47
83,2016-04-08 09:00:48
83,2016-04-08 09:00:49
83,2016-04-08 09:00:50
83,2016-04-08 09:00:51
82,2016-04-08 09:00:52
82,2016-04-08 09:00:53
82,2016-04-08 09:00:54
82,2016-04-08 09:00:55
81,2016-04-08 09:00:56
81,2016-04-08 09:00:57
81,2016-04-08 09:00:58
81,2016-04-08 09:00:59
82,2016-04-08 09:01:00
81,2016-04-08 09:01:01
81,2016-04-08 09:01:02
81,2016-04-08 09:01:03
81,2016-04-08 09:01:04
80,2016-04-08 09:01:05
80,2016-04-08 09:01:06
81,2016-04-08 09:01:07
81,2016-04-08 09:01:08
81,2016-04-08 09:01:09
81,2016-04-08 09:01:10
81,2016-04-08 09:01:11
81,2016-04-08 09:01:12
81,2016-04-08 09:01:13
81,2016-04-08 09:01:14
82,2016-04-08 09:01:15
82,2016-04-08 09:01:16
82,2016-04-08 09:01:17
83,2016-04-08 09:01:18
83,2016-04-08 09:01:19
83,2016-04-08 09:01:20
83,2016-04-08 09:01:21
83,2016-04-08 09:01:22
82,2016-04-08 09:01:23
82,2016-04-08 09:01:24
83,2016-04-08 09:01:25
83,2016-04-08 09:01:26
83,2016-04-08 09:01:27
83,2016-04-08 09:01:28
83,2016-04-08 09:01:29
83,2016-04-08 09:01:30
83,2016-04-08 09:01:31
83,2016-04-08 09:01:32
83,2016-04-08 09:01:33
83,2016-04-08 09:01:34
84,2016-04-08 09:01:35
84,2016-04-08 09:01:36
84,2016-04-08 09:01:37
84,2016-04-08 09:01:38
84,2016-04-08 09:01:39
84,2016-04-08 09:01:40
84,2016-04-08 09:01:41
83,2016-04-08 09:01:42
83,2016-04-08 09:01:43
82,2016-04-08 09:01:44
82,2016-04-08 09:01:45
82,2016-04-08 09:01:46
81,2016-04-08 09:01:47
81,2016-04-08 09:01:48
82,2016-04-08 09:01:49
82,2016-04-08 09:01:50
82,2016-04-08 09:01:51
82,2016-04-08 09:01:52
81,2016-04-08 09:01:53
81,2016-04-08 09:01:54
81,2016-04-08 09:01:55
81,2016-04-08 09:01:56
81,2016-04-08 09:01:57
80,2016-04-08 09:01:58
81,2016-04-08 09:01:59
80,2016-04-08 09:02:00
81,2016-04-08 09:02:01
81,2016-04-08 09:02:02
81,2016-04-08 09:02:03
82,2016-04-08 09:02:04
82,2016-04-08 09:02:05
82,2016-04-08 09:02:06
83,2016-04-08 09:02:07
84,2016-04-08 09:02:08
84,2016-04-08 09:02:09
84,2016-04-08 09:02:10
84,2016-04-08 09:02:11
84,2016-04-08 09:02:12
84,2016-04-08 09:02:13
84,2016-04-08 09:02:14
84,2016-04-08 09:02:15
84,2016-04-08 09:02:16
84,2016-04-08 09:02:17
84,2016-04-08 09:02:18
84,2016-04-08 09:02:19
84,2016-04-08 09:02:20
84,2016-04-08 09:02:21
84,2016-04-08 09:02:22
85,2016-04-08 09:02:23
85,2016-04-08 09:02:24
85,2016-04-08 09:02:25
85,2016-04-08 09:02:26
84,2016-04-08 09:02:27
84,2016-04-08 09:02:28
84,2016-04-08 09:02:29
84,2016-04-08 09:02:30
84,2016-04-08 09:02:31
84,2016-04-08 09:02:32
85,2016-04-08 09:02:33
85,2016-04-08 09:02:34
86,2016-04-08 09:02:35
86,2016-04-08 09:02:36
85,2016-04-08 09:02:37
85,2016-04-08 09:02:38
85,2016-04-08 09:02:39
83,2016-04-08 09:02:40
82,2016-04-08 09:02:41
82,2016-04-08 09:02:42
82,2016-04-08 09:02:43
81,2016-04-08 09:02:44
81,2016-04-08 09:02:45
81,2016-04-08 09:02:46
80,2016-04-08 09:02:47
80,2016-04-08 09:02:48
80,2016-04-08 09:02:49
79,2016-04-08 09:02:50
78,2016-04-08 09:02:51
78,2016-04-08 09:02:52
78,2016-04-08 09:02:53
78,2016-04-08 09:02:54
78,2016-04-08 09:02:55
78,2016-04-08 09:02:56
78,2016-04-08 09:02:57
77,2016-04-08 09:02:58
77,2016-04-08 09:02:59
78,2016-04-08 09:03:00
78,2016-04-08 09:03:01
78,2016-04-08 09:03:02
78,2016-04-08 09:03:03
79,2016-04-08 09:03:04
79,2016-04-08 09:03:05
79,2016-04-08 09:03:06
79,2016-04-08 09:03:07
78,2016-04-08 09:03:08
78,2016-04-08 09:03:09
78,2016-04-08 09:03:10
78,2016-04-08 09:03:11
78,2016-04-08 09:03:12
78,2016-04-08 09:03:13
78,2016-04-08 09:03:14
77,2016-04-08 09:03:15
78,2016-04-08 09:03:16
79,2016-04-08 09:03:17
79,2016-04-08 09:03:18
79,2016-04-08 09:03:19
80,2016-04-08 09:03:20
80,2016-04-08 09:03:21
80,2016-04-08 09:03:22
79,2016-04-08 09:03:23
79,2016-04-08 09:03:24
79,2016-04-08 09:03:25
79,2016-04-08 09:03:26
79,2016-04-08 09:03:27
79,2016-04-08 09:03:28
80,2016-04-08 09:03:29
80,2016-04-08 09:03:30
81,2016-04-08 09:03:31
81,2016-04-08 09:03:32
81,2016-04-08 09:03:33
81,2016-04-08 09:03:34
80,2016-04-08 09:03:35
80,2016-04-08 09:03:36
80,2016-04-08 09:03:37
80,2016-04-08 09:03:38
80,2016-04-08 09:03:39
81,2016-04-08 09:03:40
81,2016-04-08 09:03:41
82,2016-04-08 09:03:42
82,2016-04-08 09:03:43
82,2016-04-08 09:03:44
82,2016-04-08 09:03:45
83,2016-04-08 09:03:46
83,2016-04-08 09:03:47
83,2016-04-08 09:03:48
82,2016-04-08 09:03:49
82,2016-04-08 09:03:50
81,2016-04-08 09:03:51
81,2016-04-08 09:03:52
80,2016-04-08 09:03:53
80,2016-04-08 09:03:54
80,2016-04-08 09:03:55
79,2016-04-08 09:03:56
79,2016-04-08 09:03:57
79,2016-04-08 09:03:58
79,2016-04-08 09:03:59
78,2016-04-08 09:04:00
79,2016-04-08 09:04:01
79,2016-04-08 09:04:02
79,2016-04-08 09:04:03
80,2016-04-08 09:04:04
81,2016-04-08 09:04:05
81,2016-04-08 09:04:06
79,2016-04-08 09:04:07
78,2016-04-08 09:04:08
77,2016-04-08 09:04:09
76,2016-04-08 09:04:10
75,2016-04-08 09:04:11
75,2016-04-08 09:04:12
75,2016-04-08 09:04:13
75,2016-04-08 09:04:14
75,2016-04-08 09:04:15
76,2016-04-08 09:04:16
77,2016-04-08 09:04:17
77,2016-04-08 09:04:18
77,2016-04-08 09:04:19
78,2016-04-08 09:04:20
77,2016-04-08 09:04:21
78,2016-04-08 09:04:22
79,2016-04-08 09:04:23
79,2016-04-08 09:04:24
80,2016-04-08 09:04:25
80,2016-04-08 09:04:26
80,2016-04-08 09:04:27
80,2016-04-08 09:04:28
80,2016-04-08 09:04:29
80,2016-04-08 09:04:30
79,2016-04-08 09:04:31
